1164976515546 1 0 17,9 3 52,34 23,2 2 1
1164976978015 17 6 22,86 3 46,76 24,75 36 77
1164976984640 4 7 27,81 3 47,97 25,31 101 120
1164976987500 5 7 27,81 3 43,31 25,8 172 217
1164976988906 6 7 20,07 3 49,39 24,75 27 51
1164976993671 7 7 19,25 3 49,67 24,66 24 44
1164976995484 1 8 18,32 3 47,54 24,21 2 1
1164977001921 8 7 22,55 3 46,06 24,98 28 53
1164977004984 18 6 22,86 3 44,37 25,47 146 152
1164977009671 19 6 23,37 3 44,17 25,49 81 110
1164977010187 9 7 23,78 3 48,03 24,76 30 49
1164977015984 10 7 22,96 3 48,22 25,28 91 142
1164977018515 20 6 24,61 3 47,12 25,33 64 76
1164977019703 11 7 24,2 3 44,82 25,34 142 227
1164977025390 14 7 20,48 3 47,75 24,86 34 49
1164977028218 2 8 25,43 3 44,75 25,33 90 79
1164977029218 15 7 22,65 3 46,67 24,82 40 57
1164977029859 12 7 26,57 3 44,64 25,48 135 188
1164977031484 3 8 21,21 3 48 25,06 65 72
1164977033328 16 7 25,85 3 44,27 25,21 26 54
1164977036296 13 7 25,33 3 44,5 25,44 366 432
1164977038031 17 7 22,86 3 46,51 24,84 45 68
1164977044640 4 8 27,81 3 47,81 25,37 61 94
1164977047500 5 8 27,81 3 43,09 25,89 318 436
1164977048921 6 8 20,07 3 49,24 24,83 24 42
1164977053671 7 8 19,25 3 49,58 24,71 30 41
1164977055484 1 9 18,73 3 47,57 24,23 1 2
1164977061921 8 8 22,55 3 46,07 25,06 23 45
1164977065000 18 7 22,55 3 44,18 25,58 91 136
1164977069671 19 7 23,37 3 43,55 25,56 117 118
1164977070187 9 8 23,78 3 47,97 24,82 31 61
1164977075984 10 8 22,96 3 48,16 25,25 163 191
1164977078515 20 7 24,61 3 46,68 25,45 46 65
1164977079703 11 8 24,3 3 44,63 25,4 239 315
1164977085390 14 8 20,79 3 47,95 24,91 31 44
1164977088234 2 9 25,43 3 44,57 25,44 88 74
1164977091500 3 9 21,31 3 47,85 25,15 76 85
1164977093343 16 8 25,85 3 44,08 25,28 27 48
1164977096296 13 8 25,33 3 44,37 25,5 326 616
1164977098031 17 8 22,96 3 46,42 24,94 38 79
1164977104656 4 9 27,81 3 47,73 25,46 96 127
1164977107500 5 9 27,91 3 42,92 25,93 304 294
1164977108921 6 9 20,07 3 49,21 24,86 20 44
1164977113687 7 9 19,25 3 49,48 24,74 29 40
1164977115484 1 10 18,73 3 47,61 24,24 2 1
1164977121921 8 9 22,55 3 45,81 25,09 34 53
1164977125000 18 8 22,86 3 43,92 25,64 131 117
1164977129671 19 8 23,37 3 43,52 25,63 79 106
1164977130187 9 9 23,78 3 47,91 24,86 30 49
1164977136000 10 9 23,06 3 48,04 25,36 129 97
1164977138531 20 8 24,61 3 46,85 25,52 57 86
1164977139703 11 9 24,51 3 44,5 25,48 253 245
1164977145500 14 9 20,9 3 47,79 24,94 21 45
1164977148250 2 10 25,74 3 44,5 25,47 50 68
1164977149250 15 9 22,55 3 46,59 24,96 39 56
1164977149890 12 9 26,57 3 44,59 25,65 138 192
1164977151500 3 10 21,31 3 47,76 25,21 75 80
1164977153359 16 9 25,85 3 44,02 25,31 26 46
1164977156296 13 9 25,33 3 44,09 25,6 338 622
1164977158031 17 9 22,96 3 46,16 24,99 40 81
1164977164671 4 10 27,91 3 47,6 25,53 90 126
1164977167515 5 10 28,22 3 42,76 25,98 337 371
1164977168921 6 10 20,38 3 49,12 24,92 24 41
1164977173703 7 10 19,55 3 49,39 24,8 32 43
1164977175484 1 11 18,42 3 47,65 24,28 1 1
1164977181937 8 10 22,86 3 45,92 25,14 33 55
1164977185000 18 9 22,96 3 43,8 25,72 138 131
1164977189687 19 9 23,37 3 43,13 25,7 82 111
1164977190203 9 10 23,78 3 47,85 24,89 29 46
1164977196000 10 10 23,27 3 47,88 25,4 74 115
1164977198531 20 9 24,61 3 46,6 25,61 67 89
1164977199734 11 10 24,51 3 44,51 25,51 144 165
1164977205390 14 10 20,9 3 47,28 25,02 37 57
1164977208265 2 11 25,74 3 44,37 25,5 99 95
1164977209265 15 10 22,86 3 46,36 25 33 58
1164977209875 12 10 26,67 3 44,13 25,72 192 165
1164977211500 3 11 21,31 3 47,7 25,26 71 92
1164977213343 16 10 25,85 3 43,83 25,36 27 47
1164977216296 13 10 25,43 3 44,12 25,6 379 607
1164977219046 17 10 22,96 3 46,07 25,02 46 82
1164977224656 4 11 28,22 3 47,54 25,56 98 110
1164977227515 5 11 28,22 3 42,7 26,06 141 231
1164977228921 6 11 20,07 3 49,05 24,92 25 49
1164977233703 7 11 19,55 3 49,33 24,82 23 39
1164977235500 1 12 18,73 3 47,68 24,29 2 1
1164977241937 8 11 22,55 3 45,73 25,19 25 44
1164977245000 18 10 22,96 3 43,57 25,77 99 142
1164977249687 19 10 23,68 3 42,97 25,78 112 104
1164977250234 9 11 23,78 3 47,72 24,92 35 61
1164977256000 10 11 22,96 3 47,82 25,42 163 159
1164977258531 20 10 24,61 3 46,47 25,67 50 80
1164977259718 11 11 24,51 3 44,42 25,6 247 234
1164977265406 14 11 20,9 3 48,13 25,04 30 57
1164977268250 2 12 25,74 3 44,25 25,54 103 120
1164977269250 15 11 22,65 3 46,07 25 23 47
1164977269875 12 11 26,67 3 44,27 25,74 243 286
1164977271515 3 12 21,62 3 47,57 25,28 46 70
1164977273343 16 11 25,85 3 43,76 25,4 37 54
1164977276312 13 11 25,43 3 43,86 25,7 169 456
1164977279046 17 11 23,27 3 46,07 25,06 31 72
1164977284671 4 12 27,91 3 47,42 25,63 86 123
1164977287531 5 12 28,22 3 42,57 26,1 341 386
1164977288937 6 12 20,07 3 48,96 24,96 25 43
1164977293718 7 12 19,66 3 49,27 24,85 32 41
1164977295500 1 13 18,73 3 47,68 24,3 1 1
1164977301937 8 12 22,55 3 45,73 25,2 32 47
1164977305015 18 11 22,86 3 43,34 25,82 59 106
1164977309687 19 11 23,68 3 42,87 25,8 119 125
1164977310234 9 12 24,09 3 47,66 24,96 32 60
1164977316000 10 12 23,37 3 47,76 25,47 167 188
1164977318546 20 11 24,92 3 46,42 25,74 46 65
1164977319718 11 12 24,51 3 44,32 25,62 263 311
1164977325406 14 12 20,9 3 47,58 25,06 20 46
1164977328250 2 13 25,74 3 44,22 25,61 68 102
1164977329250 15 12 22,86 3 45,97 25,05 38 51
1164977329875 12 12 26,57 3 44,24 25,79 166 271
1164977331500 3 13 21,62 3 47,55 25,33 68 75
1164977333359 16 12 26,16 3 43,6 25,45 35 63
1164977336312 13 12 25,43 3 43,86 25,7 234 126
1164977339046 17 12 23,27 3 45,91 25,1 28 41
1164977344671 4 13 28,01 3 47,36 25,66 66 100
1164977347531 5 13 28,22 3 42,45 26,2 305 434
1164977348937 6 13 20,38 3 48,91 25,02 30 47
1164977353703 7 13 19,66 3 49,21 24,87 30 47
1164977355500 1 14 18,73 3 47,75 24,32 2 1
1164977361937 8 13 22,86 3 45,67 25,23 34 54
1164977369703 19 12 23,78 3 42,61 25,84 92 125
1164977370250 9 13 24,09 3 47,6 24,99 22 50
1164977376000 10 13 23,37 3 47,7 25,53 95 146
1164977378546 20 12 25,02 3 46,19 25,78 69 83
1164977379718 11 13 24,2 3 44,19 25,64 143 228
1164977385406 14 13 20,9 3 47,19 25,09 36 56
1164977388250 2 14 25,74 3 44,19 25,61 80 64
1164977389250 15 13 22,86 3 45,78 25,06 30 55
1164977389875 12 13 26,67 3 43,95 25,85 192 165
1164977391515 3 14 21,72 3 47,45 25,38 56 80
1164977393359 16 13 26,16 3 43,57 25,48 26 48
1164977396312 13 13 25,43 3 43,8 25,7 357 623
1164977399046 17 13 23,37 3 45,82 25,14 45 81
1164977404671 4 14 28,22 3 47,3 25,7 98 108
1164977407515 5 14 28,22 3 42,38 26,22 128 245
1164977408937 6 14 20,48 3 48,9 25,01 24 48
1164977413703 7 14 19,66 3 49,15 24,92 24 37
1164977415500 1 15 18,42 3 47,75 24,34 1 2
1164977421953 8 14 22,86 3 45,44 25,27 25 50
1164977429718 19 13 23,68 3 42,55 25,86 70 95
1164977430234 9 14 24,09 3 47,63 24,99 31 51
1164977436015 10 14 23,37 3 47,7 25,53 129 96
1164977438546 20 13 25,02 3 45,93 25,8 54 83
1164977439734 11 14 24,61 3 44,29 25,67 227 191
1164977445406 14 14 20,9 3 47,91 25,09 27 53
1164977448250 2 15 25,74 3 44,06 25,68 96 122
1164977449265 15 14 22,96 3 45,91 25,08 35 46
1164977449890 12 14 26,98 3 43,92 25,89 208 297
1164977451515 3 15 21,62 3 47,42 25,4 72 78
1164977453359 16 14 25,85 3 43,44 25,51 36 62
1164977456312 13 14 25,43 3 43,77 25,77 217 96
1164977459062 17 14 23,37 3 45,86 25,17 32 44
1164977464671 4 15 28,32 3 47,23 25,71 61 93
1164977467531 5 15 28,22 3 42,29 26,26 199 340
1164977468937 6 15 20,38 3 48,84 25,04 26 50
1164977473703 7 15 19,66 3 49,12 24,93 25 36
1164977475500 1 16 18,73 3 47,78 24,35 2 1
1164977481953 8 15 22,86 3 45,34 25,3 25 44
1164977485046 18 14 23,37 3 43,12 25,94 70 112
1164977489703 19 14 23,68 3 42,52 25,91 115 134
1164977490250 9 15 24,09 3 47,57 25,02 28 57
1164977496015 10 15 23,37 3 47,67 25,56 108 161
1164977498546 20 14 25,02 3 45,87 25,85 69 82
1164977499734 11 15 24,51 3 44,1 25,69 161 249
1164977505406 14 15 21,21 3 48,11 25,11 35 51
1164977508250 2 16 25,85 3 44 25,68 44 75
1164977509250 15 15 22,96 3 45,95 25,11 34 58
1164977509890 12 15 26,98 3 43,99 25,93 121 186
1164977511515 3 16 21,62 3 47,33 25,42 59 83
1164977513359 16 15 25,95 3 43,35 25,53 26 47
1164977516328 13 15 25,74 3 43,68 25,8 324 616
1164977519062 17 15 23,37 3 45,69 25,17 41 64
1164977524687 4 16 28,22 3 47,17 25,74 65 98
1164977527531 5 16 28,22 3 42,26 26,3 279 421
1164977528937 6 16 20,38 3 48,81 25,06 30 49
1164977533703 7 16 19,55 3 49,15 24,94 30 47
1164977535531 1 17 18,63 3 47,82 24,35 1 1
1164977541953 8 16 22,86 3 45,48 25,33 34 54
1164977545031 18 15 23,27 3 42,86 25,96 112 82
1164977549718 19 15 23,68 3 42,35 25,93 112 134
1164977550250 9 16 24,09 3 47,54 25 28 58
1164977556031 10 16 23,27 3 47,58 25,6 143 188
1164977558562 20 15 25,02 3 45,78 25,92 59 72
1164977559734 11 16 24,61 3 44,07 25,74 233 311
1164977565421 14 16 21,21 3 47,33 25,13 30 41
1164977568265 2 17 25,85 3 43,87 25,73 64 99
1164977569250 15 16 22,96 3 46,08 25,13 37 59
1164977569890 12 16 26,67 3 43,96 25,93 141 194
1164977571515 3 17 21,72 3 47,36 25,44 61 85
1164977573375 16 16 26,16 3 43,25 25,54 26 53
1164977576328 13 16 25,74 3 43,71 25,83 382 600
1164977579062 17 16 23,27 3 45,53 25,2 37 56
1164977584687 4 17 28,32 3 47,14 25,79 59 87
1164977587531 5 17 28,32 3 42,13 26,36 235 383
1164977588953 6 17 20,38 3 48,75 25,09 28 51
1164977593718 7 17 19,97 3 49,09 24,95 23 38
1164977595515 1 18 18,73 3 47,85 24,37 1 1
1164977601953 8 17 22,96 3 45,42 25,35 25 50
1164977605031 18 16 23,27 3 42,82 25,94 146 159
1164977609718 19 16 23,68 3 42,22 25,93 79 105
1164977610234 9 17 24,09 3 47,51 25,06 25 45
1164977616031 10 17 23,27 3 47,55 25,61 71 116
1164977618546 20 16 25,02 3 45,71 25,93 61 88
1164977619734 11 17 24,92 3 43,9 25,76 132 169
1164977625421 14 17 21,21 3 47,23 25,15 34 57
1164977628265 2 18 25,85 3 43,81 25,82 80 63
1164977629265 15 17 22,96 3 45,72 25,16 21 44
1164977629906 12 17 26,98 3 43,79 25,93 233 241
1164977631515 3 18 21,72 3 47,27 25,48 59 60
1164977633359 16 17 26,16 3 43,25 25,56 32 49
1164977636375 13 17 25,43 3 43,65 25,86 163 446
1164977639062 17 17 23,37 3 45,6 25,22 47 79
1164977644687 4 18 28,22 3 47,11 25,78 94 98
1164977647531 5 18 28,32 3 42,03 26,39 154 271
1164977648953 6 18 20,48 3 48,75 25,1 23 46
1164977653718 7 18 19,66 3 49,06 24,97 22 39
1164977655515 1 19 18,73 3 47,85 24,39 1 2
1164977661968 8 18 22,86 3 45,28 25,36 29 53
1164977665046 18 17 23,27 3 42,73 26 141 141
1164977669718 19 17 23,78 3 42,29 25,93 89 121
1164977670234 9 18 24,2 3 47,48 25,05 22 50
1164977676031 10 18 23,68 3 47,55 25,64 103 155
1164977678562 20 17 25,13 3 45,68 25,93 68 83
1164977679765 11 18 24,61 3 44,01 25,81 186 275
1164977685437 14 18 21,21 3 46,8 25,14 31 42
1164977688265 2 19 25,85 3 43,81 25,82 86 118
1164977689265 15 18 22,96 3 45,86 25,2 39 59
1164977689906 12 18 26,98 3 43,79 25,93 155 249
1164977691531 3 19 21,62 3 47,27 25,5 65 88
1164977693453 16 18 26,16 3 43,19 25,6 34 62
1164977696328 13 18 25,85 3 43,55 25,9 326 341
1164977699078 17 18 23,37 3 45,34 25,27 28 67
1164977704703 4 19 28,32 3 47,05 25,86 99 112
1164977707546 5 19 28,32 3 42,07 26,39 158 275
1164977708953 6 19 20,48 3 48,72 25,11 23 46
1164977713718 7 19 19,66 3 49,06 24,98 22 41
1164977715531 1 20 18,73 3 47,89 24,39 1 1
1164977721968 8 19 22,86 3 45,42 25,37 33 49
1164977729718 19 18 23,78 3 41,98 25,93 103 84
1164977730234 9 19 24,09 3 47,48 25,06 34 54
1164977736031 10 19 23,68 3 47,49 25,65 111 92
1164977738562 20 18 25,13 3 45,68 25,93 57 85
1164977739750 11 19 24,61 3 44,01 25,84 107 183
1164977745421 14 19 20,9 3 46,91 25,21 36 54
1164977748265 2 20 26,16 3 43,78 25,82 59 91
1164977749265 15 19 23,27 3 45,5 25,22 29 51
1164977750906 12 19 27,09 3 43,62 25,93 121 184
1164977751531 3 20 21,82 3 47,24 25,5 44 65
1164977754406 16 19 26,16 3 43,22 25,6 26 47
1164977755328 13 19 25,85 3 43,39 25,93 291 594
1164977759078 17 19 23,37 3 45,54 25,27 22 48
1164977764687 4 20 28,32 3 47,02 25,88 79 117
1164977767546 5 20 28,32 3 42 26,41 334 359
1164977769968 6 20 20,38 3 48,69 25,12 28 43
1164977773734 7 20 19,66 3 49,03 25 30 45
1164977776546 1 21 18,73 3 47,92 24,4 1 2
1164977781968 8 20 22,96 3 45,32 25,37 31 43
1164977785046 18 19 23,37 3 42,43 26,01 83 125
1164977789718 19 19 23,78 3 42,12 25,93 110 100
1164977790234 9 20 24,09 3 47,45 25,07 35 55
1164977796031 10 20 23,58 3 47,49 25,67 169 175
1164977798562 20 19 25,02 3 45,78 25,94 51 59
1164977799750 11 20 24,92 3 43,89 25,9 265 276
1164977805437 14 20 21,21 3 46,65 25,22 24 48
1164977808281 2 21 26,16 3 43,75 25,85 96 88
1164977809265 15 20 22,96 3 44,84 25,24 37 49
1164977810906 12 20 26,98 3 43,56 25,93 239 298
1164977812546 3 21 21,72 3 47,21 25,52 75 87
1164977814390 16 20 26,16 3 42,92 25,58 38 55
1164977816343 13 20 25,74 3 43,39 25,93 179 50
1164977818093 17 20 23,37 3 45,47 25,28 44 67
1164977824703 4 21 28,22 3 46,99 25,9 64 95
1164977827546 5 21 28,22 3 41,97 26,4 339 411
1164977829968 6 21 20,48 3 48,69 25,13 29 45
1164977833734 7 21 19,66 3 48,97 25,03 32 45
1164977835546 1 22 18,42 3 47,92 24,41 1 2
1164977841984 8 21 22,96 3 45,29 25,4 23 43
1164977849734 19 20 23,78 3 42,42 25,96 64 92
1164977850250 9 21 24,09 3 47,42 25,08 27 43
1164977856031 10 21 23,68 3 47,46 25,71 69 122
1164977858562 20 20 25,33 3 45,62 25,94 56 84
1164977860765 11 21 24,61 3 43,25 25,88 106 193
1164977865484 14 21 21,21 3 46,52 25,23 23 41
1164977868281 2 22 26,16 3 43,69 25,88 81 114
1164977869281 15 21 22,96 3 45,27 25,26 30 54
1164977870906 12 21 26,98 3 43,53 25,94 140 192
1164977872531 3 22 22,03 3 47,18 25,55 44 65
1164977874390 16 21 26,26 3 43,19 25,63 27 55
1164977876343 13 21 25,74 3 43,36 25,93 351 621
1164977878078 17 21 23,37 3 45,38 25,32 29 68
1164977884703 4 22 28,32 3 46,96 25,9 100 123
1164977887562 5 22 28,32 3 41,87 26,46 205 194
1164977889968 6 22 20,48 3 48,72 25,12 23 38
1164977893734 7 22 19,66 3 48,97 25,02 23 36
1164977896546 1 23 18,73 3 47,92 24,42 2 1
1164977901984 8 22 22,86 3 45,35 25,38 27 51
1164977905093 18 21 23,37 3 42,54 26,07 127 109
1164977909734 19 21 23,78 3 42,36 26 103 130
1164977910250 9 22 24,09 3 47,45 25,09 29 57
1164977916046 10 22 23,68 3 47,43 25,7 146 189
1164977918578 20 21 25,33 3 45,56 25,99 68 83
1164977920765 11 22 24,61 3 43,69 25,92 211 295
1164977925484 14 22 21,21 3 46,85 25,26 24 47
1164977928281 2 23 26,16 3 43,62 25,93 106 114
1164977929265 15 22 22,96 3 45,73 25,26 37 57
1164977930921 12 22 27,09 3 43,3 25,98 171 275
1164977932546 3 23 21,72 3 47,22 25,57 56 80
1164977934390 16 22 26,26 3 42,99 25,64 38 61
1164977936343 13 22 25,85 3 43,39 25,93 334 357
1164977938093 17 22 23,37 3 45,28 25,34 45 69
1164977944718 4 23 28,32 3 46,93 25,92 74 111
1164977947562 5 23 28,63 3 41,91 26,5 308 432
1164977949984 6 23 20,48 3 48,66 25,16 28 49
1164977953734 7 23 19,97 3 48,94 25,06 25 43
1164977956531 1 24 18,73 3 47,96 24,43 1 1
1164977961984 8 23 22,96 3 45,29 25,44 33 49
1164977965062 18 22 23,68 3 42,57 26,08 74 115
1164977969734 19 22 23,78 3 42,16 26,02 105 88
1164977970265 9 23 24,2 3 47,42 25,09 32 51
1164977976062 10 23 23,68 3 47,36 25,71 141 114
1164977978578 20 22 25,02 3 44,79 25,97 44 64
1164977980781 11 23 24,92 3 43,75 25,88 227 191
1164977985484 14 23 21,21 3 46,23 25,26 36 55
1164977988281 2 24 26,16 3 43,62 25,93 60 92
1164977989281 15 23 22,96 3 45,67 25,28 21 42
1164977990921 12 23 26,98 3 43,76 25,94 174 176
1164977992546 3 24 21,72 3 47,12 25,57 53 57
1164977994390 16 23 26,36 3 42,99 25,64 26 46
1164977996343 13 23 25,74 3 43,36 25,93 236 543
1164977998093 17 23 23,68 3 45,21 25,32 29 68
1164978004703 4 24 28,32 3 46,93 25,93 97 105
1164978007562 5 24 28,63 3 41,87 26,46 194 331
1164978009984 6 24 20,48 3 48,6 25,2 22 45
1164978013734 7 24 19,66 3 48,91 25,04 24 40
1164978016546 1 25 18,83 3 47,96 24,44 2 1
1164978021984 8 24 22,96 3 45,29 25,44 30 42
1164978025062 18 23 23,37 3 42,57 26,1 99 141
1164978029734 19 23 23,78 3 42,83 26,03 68 87
1164978030265 9 24 24,09 3 47,36 25,12 22 50
1164978036062 10 24 23,68 3 47,37 25,73 83 107
1164978038593 20 23 25,33 3 45,23 26 44 73
1164978040781 11 24 24,92 3 43,79 25,92 165 154
1164978045484 14 24 21,31 3 46,59 25,26 36 53
1164978048296 2 25 26,16 3 43,62 25,93 50 79
1164978049281 15 24 22,96 3 45,21 25,27 34 41
1164978050921 12 24 26,98 3 43,57 26,03 235 248
1164978052546 3 25 21,82 3 47,09 25,58 71 90
1164978054406 16 24 26,26 3 42,99 25,64 35 48
1164978056343 13 24 25,85 3 43,22 25,93 227 110
1164978058093 17 24 23,68 3 45,12 25,35 40 60
1164978064718 4 25 28,32 3 46,93 25,93 70 102
1164978067562 5 25 28,63 3 41,84 26,47 265 408
1164978069984 6 25 20,48 3 48,6 25,16 24 45
1164978073750 7 25 19,66 3 48,91 25,06 23 35
1164978076546 1 26 18,83 3 47,99 24,45 1 2
1164978081984 8 25 22,96 3 45,1 25,46 24 48
1164978085062 18 24 23,37 3 42,34 26,12 135 125
1164978089750 19 24 23,78 3 42,16 26,05 62 90
1164978090265 9 25 24,2 3 47,29 25,12 24 50
1164978096062 10 25 23,47 3 47,37 25,72 167 168
1164978098578 20 24 25,33 3 45,2 26,02 67 76
